doi,title,type,year,author,booktitle,pages,issue,volume,publisher,place,conference,date,abstract,repo_venue_tags,repo_analysis_tags,system_type_tag
10.1016/j.jss.2010.05.022,Analysis of service availability for time-triggered rejuvenation policies,journal,2010,F. Salfner; K. Wolter,Journal of Systems and Software,1579-1590,9,83,Elsevier BV,,,2010-9,,JSS,Model-based,软件系统
10.1504/ijccbs.2010.031909,"Semi-Markov performance modelling of a redundant system with partial, full and failed rejuvenation",journal,2010,V.P. Koutras; A.N. Platis,International Journal of Critical Computer-Based Systems,59,1/2/3,1,Inderscience Publishers,,,2010,,IJCCBS,model-based,安全关键系统
10.4028/www.scientific.net/amr.108-111.1427,Research on Load Balancing Mechanism Based on Software Aging Rejuvenation Strategy,journal,2010,Ying Ju; Jun Guo; Wei Yue Li; Yun Sheng Wang; Bin Zhang,Advanced Materials Research,1427-1432,,108-111,"Trans Tech Publications, Ltd.",,,2010-5,,AMR,other mitigation,集群系统
10.1145/1837915.1837919,Membrane,journal,2010,Swaminathan Sundararaman; Sriram Subramanian; Abhishek Rajimwale; Andrea C. Arpaci-Dusseau; Remzi H. Arpaci-Dusseau; Michael M. Swift,ACM Transactions on Storage,1-30,3,6,Association for Computing Machinery (ACM),,,2010-9,,TOS,rej,ext2
10.1109/wcse.2010.113,Software Rejuvenation Strategy Based on Components,inproceedings,2010,Jun Guo; Weiyue Li; Xinya Song; Bin Zhang; Yunsheng Wang,2010 Second World Congress on Software Engineering,80-83,,2,IEEE,,2010 Second World Congress on Software Engineering (WCSE 2010),2010-12,"Since Component-Based Software Development technology has been widely used, traditional software rejuvenation strategy seems too rough on solving Component-Software aging, the whole system will be regenerated even only a few components aging, which leads to high cost of software rejuvenation and reduces the stability of the system. Therefore, we propose a component-based software rejuvenation strategy and we make components be the objects of rejuvenation. The aging components will be rejuvenated when software ages. In this paper, the process of judging software aging and software rejuvenation are described, then we propose the methods of judging software aging, determining the sequence that the aging components to be rejuvenated and rejuvenating components. Finally, an experiment is done to certify the efficiency of the strategy.",WCSE,rej; Measurement-based（ML,web服务器
10.1109/itcs.2010.34,Time and Prediction based Software Rejuvenation Policy,inproceedings,2010,Letian Jiang; Xiangyu Peng; Guozhi Xu,2010 Second International Conference on Information Technology and Computer Science,114-117,,,IEEE,,2010 2nd International Conference on Information Technology and Computer Science (ITCS 2010),2010-7,"Operational software systems often experience an “aging” phenomenon, characterized by progressive performance degradation and a sudden hang/crash failure. Software rejuvenation is a proactive fault-tolerance strategy aimed to prevent unexpected outages due to aging. Existing rejuvenation approaches can be largely classified into two types: Purely Time based software rejuvenation policy (PTSRP) and Purely Prediction based Software rejuvenation policy (PPSRP). In this paper, combining the merits of these two policies, a new rejuvenation policy, Time and Prediction based Software Rejuvenation Policy (TPSRP), is proposed. In this policy, time based rejuvenation policy is performed from the system's start or restart, during which prediction based policy is also employed. To evaluate the effectiveness of this new policy, system availability and Downtime cost is adopted and a stochastic reward net model is built. Numerical results show that under the same conditions, TPSRP can achieve higher availability and lower downtime cost than both the PTSRP and PPSRP.",ITCS,Hybrid,OS
10.1109/icwapr.2010.5576346,Multi-dimensional time series-based application server aging model,inproceedings,2010,Wen-Bin Xu; Yong Qi; Di Hou,2010 International Conference on Wavelet Analysis and Pattern Recognition,238-243,,,IEEE,,2010 International Conference on Wavelet Analysis and Pattern Recognition (ICWAPR),2010-7,"To observe and study the performance degradation of the application server, client-request programs and server monitoring programs are designed for different scenarios to record different parameters - five categories and 36 parameters altogether. In this paper, primary component analysis method is adopted to reduce dimension, and then multi-dimensional time series analysis method used to set up a model-based on key performance parameter of application server middleware. The statistical result of analyzing the measured data shows that the predicting values derived from the multi-dimensional time series-based application server aging model can match the initial data very well, and that the predicting precision is obviously improved in contrast with the one-dimensional auto regression model. So the aging model may well be adopted for real time predicting of run-time system and its predicting result can be further used as the trigger of system maintenance follow-up action.",ICWAPR,measurement-based,应用程序服务器
10.1109/dsnw.2010.5542617,Rejuvenation with workload migration,inproceedings,2010,Robert S. Hanmer; Veena B. Mendiratta,2010 International Conference on Dependable Systems and Networks Workshops (DSN-W),80-85,,,IEEE,,2010 International Conference on Dependable Systems and Networks Workshops (DSN-W),2010-6,"A five-state model of software rejuvenation is introduced that divides the working state into three sub-states: working, vulnerable, and preparing. The preparing state models the period during which workload is drained from software elements that are about to be rejuvenated. We compared our model to a four-state model that only has working and vulnerable sub-states.",DSN,Model-based,电信应用
10.1109/iccasm.2010.5623152,A comprehensive metric to evaluating software aging,inproceedings,2010,Xiaofeng Lei; Kexian Xue; Yunfei Jia,2010 International Conference on Computer Application and System Modeling (ICCASM 2010),V11-518-V11-520,,11,IEEE,,2010 International Conference on Computer Application and System Modeling (ICCASM 2010),2010-10,"Software aging refers to the phenomenon that, after a long-time running, a software system may show a degraded performance, or an increased occurrence rate of hang/crash failures or occupy overmuch resources of computer system. Software aging causes huge loss in safety/business-critical Web applications. Response time and failure rate are important metrics to identify software aging and/or evaluating the extent of aging. Two-dimensional metric is accurate, but not clearer than one-dimensional metric. Furthermore, both metrics are correlated. In this paper, we construct the relationship between both metrics with linear regression method, and get a resulted one-dimensional metric to evaluate software aging and evolving process comprehensively.",ICCASM,measurement-based,web服务器
10.1109/ares.2010.69,Rejuvenating High Available Virtualized Systems,inproceedings,2010,Arash Rezaei; Mohsen Sharifi,"2010 International Conference on Availability, Reliability and Security",289-294,,,IEEE,,"2010 International Conference on Availability, Reliability, and Security (ARES)",2010-2,"Virtualization technology in the form of server consolidation makes running of hot-standby replicas on one system possible, while software rejuvenation provides proactive recovery of failure. Both technologies have been used to make systems more dependable. However, the deployment of rejuvenation in virtualized systems had been limited only to virtual machines (VMs) or only to virtual machine monitors (VMMs), requiring changes to applications too. We propose a new rejuvenation technique for high available virtualized systems that is applied at both VM and VMM levels and yet it does not require any modifications to applications. Our proposition leverages the encapsulation of an application into a VM using this new combinatory rejuvenation technique that uses a time-based policy for VMM and a prediction-based policy for VMs. To demonstrate how much it can improve system availability, the stochastic reward net-based models of a typical virtualized consolidated server in cases of using a prediction-based policy, using a time-based policy, and using the proposed rejuvenation technique are presented and compared. We show that our method has higher system availability and lower downtime cost.",ARES,Model-based,VMM
10.1109/dsn.2010.5544284,An empirical investigation of fault types in space mission system software,inproceedings,2010,Michael Grottke; Allen P. Nikora; Kishor S. Trivedi,2010 IEEE/IFIP International Conference on Dependable Systems &amp; Networks (DSN),447-456,,,IEEE,,Networks (DSN),2010-6,"As space mission software becomes more complex, the ability to effectively deal with faults is increasingly important. The strategies that can be employed for fighting a software bug depend on its fault type. Bohrbugs are easily isolated and removed during software testing. Mandelbugs appear to behave chaotically. While it is more difficult to detect these faults during testing, it may not be necessary to correct them; a simple retry after a failure occurrence may work. Aging-related bugs, a sub-class of Mandelbugs, can cause an increasing failure rate. For these faults, proactive techniques may prevent future failures. In this paper, we analyze the faults discovered in the on-board software for 18 JPL/NASA space missions. We present the proportions of the various fault types and study how they have evolved over time. Moreover, we examine whether or not the fault type and attributes such as the failure effect are independent.",DSN,分析bug报告,Space system
10.1109/dsn.2010.5544275,Adaptive on-line software aging prediction based on machine learning,inproceedings,2010,Javier Alonso; Jordi Torres; Josep Ll. Berral; Ricard Gavalda,2010 IEEE/IFIP International Conference on Dependable Systems &amp; Networks (DSN),507-516,,,IEEE,,Networks (DSN),2010-6,"The growing complexity of software systems is resulting in an increasing number of software faults. According to the literature, software faults are becoming one of the main sources of unplanned system outages, and have an important impact on company benefits and image. For this reason, a lot of techniques (such as clustering, fail-over techniques, or server redundancy) have been proposed to avoid software failures, and yet they still happen. Many software failures are those due to the software aging phenomena. In this work, we present a detailed evaluation of our chosen machine learning prediction algorithm (M5P) in front of dynamic and non-deterministic software aging. We have tested our prediction model on a three-tier web J2EE application achieving acceptable prediction accuracy against complex scenarios with small training data sets. Furthermore, we have found an interesting approach to help to determine the root cause failure: The model generated by machine learning algorithms.",DSN,度量; Measurement-based（ML）,web服务器（J2EE基础架构）
10.1109/wosar.2010.5722097,The mechanics of memory-related software aging,inproceedings,2010,Autran Macedo; Tais B. Ferreira; Rivalino Matias,2010 IEEE Second International Workshop on Software Aging and Rejuvenation,1-5,,,IEEE,,2010 IEEE Second International Workshop on Software Aging and Rejuvenation (WoSAR 2010),2010-11,"Software aging is a phenomenon defined as the continuing degradation of software systems during runtime, being particularly noticeable in long-running applications. Memory-related aging effects are one of the most important problems in this research field. Therefore understanding their causes and how they work is a major requirement in designing dependable software systems. In this paper we go deep into how memory management works inside application process, focusing on two memory problems that cause software aging: fragmenting and leakage. We explain the mechanics of memory-related software aging effects dissecting a real and widely adopted memory allocator. Along with the theoretical explanation, we present an experimental study that illustrates how memory fragmenting and leakage occur and how they accumulate over time in order to cause system aging-related failures.",WoSAR,现象分析,Linux
10.1109/wosar.2010.5722102,Software rejuvenation on a PKI,inproceedings,2010,A. N. Platis; V. P. Koutras,2010 IEEE Second International Workshop on Software Aging and Rejuvenation,1-6,,,IEEE,,2010 IEEE Second International Workshop on Software Aging and Rejuvenation (WoSAR),2010-11,"One of the major issues for PKI-based mechanisms is the validity of user's certificate. In order to examine whether a certificate is valid or not, the PKI Certificate Authority (CA) has to check the most recent Certificate Revocation List (CRL) that maintains. But the CRL is not always available when is needed. In such a case the problem to be solved is whether to proceed to a transaction or abandon it. One of the main reasons for CRL's unavailability is the CA's server unavailability. In this paper we innovatively propose to adopt software rejuvenation to reduce the probability that CA's cannot issue the CRL. Using a Markovbased model, an indicator is derived, concerning the cost of security incidents and abandoned transactions The aim of the present work consists firstly in defining a threshold under which a transaction can be accomplished even without checking the CRL and secondly in scheduling software rejuvenation on CA's server such that the total operational cost is minimized).",WoSAR,Model-based,CA服务器
10.1109/wosar.2010.5722101,Resilient hypermedia presentations,inproceedings,2010,Marcio Ferreira Moreno; Luiz Fernando Gomes Soares,2010 IEEE Second International Workshop on Software Aging and Rejuvenation,1-6,,,IEEE,,2010 IEEE Second International Workshop on Software Aging and Rejuvenation (WoSAR),2010-11,,WoSAR,rej,专用系统
10.1109/wosar.2010.5722095,Prediction of performance anomalies in web-applications based-on software aging scenarios,inproceedings,2010,Joao Paulo Magalhaes; Luis Moura Silva,2010 IEEE Second International Workshop on Software Aging and Rejuvenation,1-7,,,IEEE,,2010 IEEE Second International Workshop on Software Aging and Rejuvenation (WoSAR),2010-11,"The topic of this paper is about prediction of performance anomalies caused by software aging. We have developed a framework for detection of performance anomalies that is targeted to web and component-based applications. In this study, we selected some amount of historical data previously collected and we conducted a correlation analysis with this data. The resulting dataset was then submitted to some Machine-Learning (ML) classification algorithms. The best algorithms were selected according to the accuracy and precision. In a second step, we induced some synthetic aging scenarios (memory leaks and CPU contention) in the application and we tried to do estimation of the system parameters by using time-series analysis. With the estimated values we conducted a classification with the three previous ML algorithms. From the initial results we observed that combining the estimation of parameters supported by time-series models with ML classification techniques provides some good results on the prediction of performance anomalies. We also observed that there is no single ML algorithm that can be applied effectively to predict the response time for all the web-transactions.",WoSAR,Measurement-based（ML）,web服务器（应用程序）
10.1109/wosar.2010.5722099,Performance-aware software rejuvenation strategies in a queueing system,inproceedings,2010,Hiroyuki Okamura; Tadashi Dohi,2010 IEEE Second International Workshop on Software Aging and Rejuvenation,1-6,,,IEEE,,2010 IEEE Second International Workshop on Software Aging and Rejuvenation (WoSAR),2010-11,"This paper deals with the performance analysis of a queueing system with rejuvenation controls. In particular, we describe the arrival process by the Markov-modulated Poisson process (MMPP) and consider a gradually degraded sever system. Under this situation, we discuss the system throughput of the queueing system and the optimal rejuvenation strategy maximizing the throughput based on the semi-Markov decision process in the case where the arrival and service rates are observable.",WoSAR,Model-based,非特定的
10.1109/wosar.2010.5722094,Measuring software aging effects through OS kernel instrumentation,inproceedings,2010,Rivalino Matias; Ibrahim Beicker; Breno Leitao; Paulo R. M. Maciel,2010 IEEE Second International Workshop on Software Aging and Rejuvenation,1-6,,,IEEE,,2010 IEEE Second International Workshop on Software Aging and Rejuvenation (WoSAR),2010-11,"Software aging is a phenomenon defined as the continuing degradation of software systems during runtime, being particularly noticeable in long-running applications. Measuring aging effects is a very important step towards identifying the most significant causes of software aging, so rejuvenation mechanisms can be applied effectively. The literature has already discussed aging monitoring from a userspace perspective. In this paper we present an innovative study where we explore OS kernel instrumentation techniques to measure software aging effects. Kernel instrumentations are available in practically all modern operating systems and we show how this powerful mechanism can be used to monitor either application-specific or system-wide aging indicators. In addition to the theoretical study, we present numerical results obtained from controlled experiments.",WoSAR,现象分析; 度量,Linux
10.1109/wosar.2010.5722096,Is software aging related to software metrics?,inproceedings,2010,Domenico Cotroneo; Roberto Natella; Roberto Pietrantuono,2010 IEEE Second International Workshop on Software Aging and Rejuvenation,1-6,,,IEEE,,2010 IEEE Second International Workshop on Software Aging and Rejuvenation (WoSAR),2010-11,"This work presents an empirical analysis aiming at investigating what kind of relationship exists between software aging and several static features of the software. While past studies on software aging focused on predicting the aging effects by monitoring and analytically modeling resource consumption at runtime, this study intends to explore if the static features of the software, as derived by its source code, presents potential relationships with software aging. We adopt a set of common software metrics concerning program structure, such as size and cyclomatic complexity, along with some features specifically developed for this study; metrics were then computed from ten complex software applications affected by aging. A statistical analysis to infer their relationship with software aging was carried out. Results encourage further investigations in this direction, since they show that software aging effects are related to the static features of software.",WoSAR,度量,软件系统
10.1109/wosar.2010.5722093,Evaluation of software performance affected by aging,inproceedings,2010,Jing Zhao; Kishor S. Trivedi; YanBin Wang; XiaoYong Chen,2010 IEEE Second International Workshop on Software Aging and Rejuvenation,1-6,,,IEEE,,2010 IEEE Second International Workshop on Software Aging and Rejuvenation (WoSAR),2010-11,"A number of studies have reported the phenomenon of “Software aging”, characterized by progressive software performance degradation. This is mainly caused by the exhaustion of the combination of system resources. Traditionally, modeling and analysis of software aging has been restricted to a single resource aging. The combined effect of software aging due to the interaction of several resources remains to be explored. A BP network model for the evaluation of software performance affected by aging is proposed in this paper, and then a robust locally weighted regression algorithm is presented to identify the inflexion point. The shape of performance curve changes greatly at the inflexion point, which makes it easy to determine when to perform software rejuvenation. Experimental results based on actual data sets verify the proposed model effectiveness in evaluation of the software performance.",WoSAR,Measurement-based（ML）,web服务器
10.1109/wosar.2010.5722100,A simulation study on the effectiveness of restart and rejuvenation to mitigate the effects of software ageing,inproceedings,2010,Philipp Reinecke; Katinka Wolter,2010 IEEE Second International Workshop on Software Aging and Rejuvenation,1-6,,,IEEE,,2010 IEEE Second International Workshop on Software Aging and Rejuvenation (WoSAR),2010-11,We study the effectiveness of client-side restart and server-side rejuvenation on a system that suffers from software ageing due to memory leaks. An implicit and an explicit model for software ageing are studied. We consider system and service unavailability as measures for the availability of the server.,WoSAR,rej,服务器
10.1109/ipdpsw.2010.5470857,J2EE instrumentation for software aging root cause application component determination with AspectJ,inproceedings,2010,Javier Alonso; Jordi Torres; Josep Ll. Berral; Ricard Gavalda,"2010 IEEE International Symposium on Parallel &amp; Distributed Processing, Workshops and Phd Forum (IPDPSW)",1-8,,,IEEE,,"2010 IEEE International Symposium on Parallel & Distributed Processing, Workshops and Phd Forum (IPDPSW 2010)",2010-4,"Unplanned system outages have a negative impact on company revenues and image. While the last decades have seen a lot of efforts from industry and academia to avoid them, they still happen and their impact is increasing. According to many studies, one of the most important causes of these outages is software aging. Software aging phenomena refers to the accumulation of errors, usually provoking resource contention, during long running application executions, like web applications, which normally cause applications/systems hang or crash. Determining the software aging root cause failure, not the resource or resources involved in, is a huge task due to the growing day by day complexity of the systems. In this paper we present a monitoring framework based on Aspect Programming to monitor the resources used by every application component in runtime. Knowing the resources used by every component of the application we can determine which components are related to the software aging. Furthermore, we present a case study where we evaluate our approach to determine in a web application scenario, which components are involved in the software aging with promising results.",IPDPSW,度量,web服务器（J2EE基础架构）
10.1109/issre.2010.42,Using Accelerated Life Tests to Estimate Time to Software Aging Failure,inproceedings,2010,Rivalino Matias Jr.; Kishor S. Trivedi; Paulo R.M. Maciel,2010 IEEE 21st International Symposium on Software Reliability Engineering,211-219,,,IEEE,,2010 IEEE 21st International Symposium on Software Reliability Engineering (ISSRE 2010),2010-11,"Software aging is a phenomenon defined as the continuing degradation of software systems during runtime, being particularly noticeable in long-running applications. Aging-related failures are very difficult to observe, because the accumulation of aging effects usually requires a long-term execution. Thus, collecting a statistically significant sample of times to aging-related failures so as to estimate the system's lifetime distribution is a very hard task. This is an important problem that prevents many experimental and analytical studies, mainly those focused on modeling of software aging aspects, of using representative parameter values. In this paper we propose and evaluate the use of quantitative accelerated life tests (QALT) to reduce the time to obtain the lifetime distribution of systems that fail due to software aging. Since QALT was developed for hardware failures, in this paper, we adapt it to software aging experiments. We test the proposed approach experimentally, estimating the lifetime distribution of a real web server system. The accuracy of the estimated distribution is evaluated by comparing its reliability estimates with a sample of failure times observed from the real system under test. The mean time to failure calculated from the real sample falls inside the 90% confidence interval constructed from the estimated lifetime distribution, demonstrating the high accuracy of the estimated model. The proposed approach reduces the time required to obtain the failure times by a factor of seven, for the real system investigated.",ISSRE,testing,web服务器（Apache）
10.1109/issre.2010.24,Software Aging Analysis of the Linux Operating System,inproceedings,2010,Domenico Cotroneo; Roberto Natella; Roberto Pietrantuono; Stefano Russo,2010 IEEE 21st International Symposium on Software Reliability Engineering,71-80,,,IEEE,,2010 IEEE 21st International Symposium on Software Reliability Engineering (ISSRE),2010-11,"Software systems running continuously for a long time tend to show degrading performance and an increasing failure occurrence rate, due to error conditions that accrue over time and eventually lead the system to failure. This phenomenon is usually referred to as Software Aging. Several long-running mission and safety critical applications have been reported to experience catastrophic aging-related failures. Software aging sources (i.e., aging-related bugs) may be hidden in several layers of a complex software system, ranging from the Operating System (OS) to the user application level. This paper presents a software aging analysis at the Operating System level, investigating software aging sources inside the Linux kernel. Linux is increasingly being employed in critical scenarios; this analysis intends to shed light on its behaviour from the aging perspective. The study is based on an experimental campaign designed to investigate the kernel internal behaviour over long running executions. By means of a kernel tracing tool specifically developed for this study, we collected relevant parameters of several kernel subsystems. Statistical analysis of collected data allowed us to confirm the presence of aging sources in Linux and to relate the observed aging dynamics to the monitored subsystems behaviour. The analysis output allowed us to infer potential sources of aging in the kernel subsystems.",ISSRE,现象分析; 度量,Linux
10.1109/ssiri.2010.19,Availability Improvement in Virtualized Multiple Servers with Software Rejuvenation and Virtualization,inproceedings,2010,May Tar Hla Myint; Thandar Thein,2010 Fourth International Conference on Secure Software Integration and Reliability Improvement,156-162,,,IEEE,,2010 Fourth International Conference on Secure Software Integration and Reliability Improvement,2010,"Software aging often affects the performance of a software system and eventually causes it to fail. To highlight the aging problems in long running applications, we have conducted the study of software rejuvenation approach and virtualization technology in this paper. In order to reduce the downtime during rejuvenation interval, software rejuvenation and virtualization technology are combined in this paper. Virtualization allows multiple operating system instances to run concurrently on a single physical machine. In this paper, we map virtualization based software rejuvenation approach with Markov Chain process and get mathematical steady-state solutions of the chain. We model multiple physical servers which are used to host multiple virtual machines (VMs) using stochastic modeling and evaluate it through both numerical analysis and SHARPE (Symbolic Hierarchical Automated Reliability and Performance Evaluator) tool simulation. The numerical results show that software rejuvenation and virtualization can be used to prolong the availability of the services and reduce the downtime of the systems.",SSIRI,Model-based,托管多个虚拟机（VM）的物理服务器
10.1109/prdc.2004.1276563,Software rejuvenation policies for cluster systems under varying workload,inproceedings,2010,Wei Xie; Yiguang Hong; K.S. Trivedi,"10th IEEE Pacific Rim International Symposium on Dependable Computing, 2004. Proceedings.",122-129,,,IEEE,,"10th IEEE Pacific Rim International Symposium on Dependable Computing, 2004.",2004,"We analyze two software rejuvenation policies of cluster server systems under varying workload, called fixed rejuvenation and delayed rejuvenation. In order to achieve a higher average throughput, we propose the delayed rejuvenation policy, which postpones the rejuvenation of individual nodes until off-peak hours. Analytic models using the well known paradigm of Markov chains are used. Since the size of the Markov model is nontrivial, automated specification generation, and the solution via stochastic Petri nets is utilized. Deterministic time to trigger rejuvenation is approximated by a 20-stage Erlangian distribution. Based on the numerical solutions of the models, we find that under the given context, although the fixed rejuvenation occasionally yields a higher throughput, the delayed rejuvenation policy seems to outperform fixed rejuvenation policy by up to 11%. We also compare the steady-state system availabilities of these two rejuvenation policies.",PRDC,Model-based,cluster system
10.1080/16843703.2009.11673185,Optimizing Software Rejuvenation Schedule Based on the Kernel Density Estimation,journal,2009,Koichiro Rinsaka; Tadashi Dohi,Quality Technology &amp; Quantitative Management,55-65,1,6,Informa UK Limited,,,2009-1,,QUAL TECHNOL QUANT M,model-based,非特定的
10.1109/tc.2009.119,Using Virtualization to Improve Software Rejuvenation,journal,2009,Luis Moura Silva; Javier Alonso; Jordi Torres,IEEE Transactions on Computers,1525-1538,11,58,Institute of Electrical and Electronics Engineers (IEEE),,,2009-11,"In this paper, we present an approach for software rejuvenation based on automated self-healing techniques that can be easily applied to off-the-shelf application servers. Software aging and transient failures are detected through continuous monitoring of system data and performability metrics of the application server. If some anomalous behavior is identified, the system triggers an automatic rejuvenation action. This self-healing scheme is meant to disrupt the running service for a minimal amount of time, achieving zero downtime in most cases. In our scheme, we exploit the usage of virtualization to optimize the self-recovery actions. The techniques described in this paper have been tested with a set of open-source Linux tools and the XEN virtualization middleware. We conducted an experimental study with two application benchmarks (Tomcat/Axis and TPC-W). Our results demonstrate that virtualization can be extremely helpful for failover and software rejuvenation in the occurrence of transient failures and software aging.",TC,rej,应用程序服务器
10.1109/compsac.2009.39,Modeling and Performance Analysis of Software Rejuvenation Policies for Multiple Degradation Systems,inproceedings,2009,Xiaozhi Du; Yong Qi; Di Hou; Ying Chen; Xiao Zhong,2009 33rd Annual IEEE International Computer Software and Applications Conference,240-245,,1.0,IEEE,,2009 33rd Annual IEEE International Computer Software and Applications Conference,2009,"Software rejuvenation is a preventive and proactive technology to counteract the phenomenon of software aging and system failures and to improve the system reliability. In this paper we present and analyze three software rejuvenation policies for an operational software system with multiple degradations, called preemptive rejuvenation, delayed rejuvenation and mixed rejuvenation. These policies consider both history data and current running state, and the rejuvenation action is triggered on the basis of predetermined performance threshold and rejuvenation interval respectively. Continuous-time Markov chains are used to describe the analytic models. To evaluate these polices expediently, we utilize deterministic and stochastic Petri nets to solve the models. Numerical results show that the deployment of software rejuvenation in the system leads to significant improvement in availability and throughput. These three rejuvenation policies are better than the standard rejuvenation policy, and the mixed policy is the best one.",COMPSAC,Hybrid,非特定的
10.1109/noms.2008.4575113,Using machine learning for non-intrusive modeling and prediction of software aging,inproceedings,2008,Artur Andrzejak; Luis Silva,NOMS 2008 - 2008 IEEE Network Operations and Management Symposium,25-32,,,IEEE,,NOMS 2008 - 2008 IEEE Network Operations and Management Symposium,2008,"The wide-spread phenomenon of software (running image) aging is known to cause performance degradation, transient failures or even crashes of applications. In this work we describe first a method for monitoring and modeling of performance degradation in SOA applications, particularly application servers. This method works for a large class of the aging processes caused by resource depletion (e.g. memory leaks). It can be deployed non-intrusively in a production environment, under arbitrary service request distributions. Based on this schema we investigate in the second part of the paper how machine learning (classification) algorithms can be used for proactive detection of performance degradation or sudden drops caused by aging. We leverage the predictive power of these algorithms with several techniques to make the measurement-based aging models more adaptive and more robust against transient failures. We evaluate several state-of-the-art classification methods for their accuracy and computational efficiency in this scenario. The studies are performed on a data set generated by a TPC-W benchmark instrumented with a memory leak injector. The results show that the probing method yields accurate aging models with low overhead and the machine learning approach gives statistically significant short-term predictions of degrading application performance. Both approaches can be used directly to fight aging via adaptive software rejuvenation (restart of the application), for operator alerting, or for short-term capacity planning.",NOMS,Measurement-based（ML）,应用程序
10.1109/qsic.2008.54,On the Relationship between Software Aging and Related Parameters (Short Paper),inproceedings,2008,Yun-Fei Jia; Xiu-E Chen; Lei Zhao; Kai-Yuan Cai,2008 The Eighth International Conference on Quality Software,241-246,,,IEEE,,2008 Eighth International Conference on Quality Software (QSIC),2008-8,"Software aging refers to the phenomenon that long-running software shows signs of increasing failing rate, overmuch resource usage, and performance degradation. Software rejuvenation is a proactive approach to dealing with this problem. However, commonly used rejuvenation methods involve a relatively larger overhead. An alternative is to reduce the severity of software aging by online adjusting the settings of related parameters of the system. In this paper, we conduct controlled experiments to analyze severity of software aging under different settings of related parameters. Based on the experimental data, a metric is defined to measure the severity of software aging. A multiple-input and multiple-output (MIMO) model is then constructed to formulate the relationship between severity of software aging and related parameter settings. The proposed MIMO model gives us a way to control the severity of software aging at runtime.",QSIC,度量,web服务器（Apache）
10.1109/isip.2008.19,The Software Rejuvenation Model with Pre-start Technology,inproceedings,2008,Xin He; Wei Wei; Xiaolin Gui,2008 International Symposiums on Information Processing,723-727,,,IEEE,,2008 International Symposiums on Information Processing - ISIP 2008; 2008 International Pacific Workshop on Web Mining and Web-Based Application - WMWA 2008,2008-5,"Software aging related failures can be prevented by applying software rejuvenation technology. But the restart operation in the software rejuvenation phase makes the system unable to provide services, which leads to system unavailability. The software rejuvenation model with pre-start technology is therefore proposed to reduce downtime and improve availability by switching between active copy and backup copy, which can substitute for restart operation and resolve unavailability problem. First of all, the rejuvenation operation of model with pre-start technology is described and improvements on the conventional model are presented. Second, the model availability is calculated by Markov Regenerative process. And finally, according to the experimental results, current model proves to be more available than the conventional one.",ISIP,model; rej,非特定的
10.1109/cimca.2008.113,Common Software-Aging-Related Faults in Fault-Tolerant Systems,inproceedings,2008,Long Zhao; QinBao Song; Lei Zhu,2008 International Conference on Computational Intelligence for Modelling Control &amp; Automation,327-331,,,IEEE,,2008 International Conference on Computational Intelligence for Modelling Control & Automation,2008,"In recent years, remarkable attention has been focused on software aging phenomena, in which the performance of software systems degrades with time. Fault-tolerant software systems which provide high assurance may suffer from such phenomena. Based on the common software-aging-related faults in fault-tolerant systems, a behavior model of a double-version fault-tolerant software system is established using Markov reward model. The performance of the system such as expected service rate in steady state is evaluated and the sensitivity analysis of some parameters is performed.",CIMCA,Model-based,双版本容错软件系统
10.1109/issrew.2008.5355512,The fundamentals of software aging,inproceedings,2008,Michael Grottke; Rivalino Matias; Kishor S. Trivedi,2008 IEEE International Conference on Software Reliability Engineering Workshops (ISSRE Wksp),1-6,,,IEEE,,"2008 IEEE International Conference on Software Reliability Engineering Workshops, ISSRE Wksp",2008-11,"Since the notion of software aging was introduced thirteen years ago, the interest in this phenomenon has been increasing from both academia and industry. The majority of the research efforts in studying software aging have focused on understanding its effects theoretically and empirically. However, conceptual aspects related to the foundation of this phenomenon have not been covered in the literature. This paper discusses foundational aspects of the software aging phenomenon, introducing new concepts and interconnecting them with the current body of knowledge, in order to compose a base taxonomy for the software aging research. Three real case studies are presented with the purpose of exemplifying many of the concepts discussed.",ISSREW,其他（逻辑分析）,
10.1109/issrew.2008.5355516,Availability optimization in operational software system with aperiodic time-based software rejuvenation scheme,inproceedings,2008,Hiroyuki Okamura; Tadashi Dohi,2008 IEEE International Conference on Software Reliability Engineering Workshops (ISSRE Wksp),1-6,,,IEEE,,"2008 IEEE International Conference on Software Reliability Engineering Workshops, ISSRE Wksp",2008-11,"This paper discusses an aperiodic time-based rejuvenation policy maximizing the steady-state system availability in operational software system. Under a fixed periodic checkpoint schedule, we develop an algorithm to derive the optimal aperiodic rejuvenation times based on dynamic programming. In numerical examples, the optimal rejuvenation time and its maximum availability are illustrated in the case where the system failure obeys the Weibull distribution.",ISSREW,Model-based,非特定的
